 Catch_2004_1 Catch_2005_1 Catch_2006_1 Catch_2007_1  Catch_2004_2 Catch_2005_2 Catch_2006_2 Catch_2007_2  Catch_2004_3 Catch_2005_3 Catch_2006_3 Catch_2007_3  Catch_2004_4 Catch_2005_4 Catch_2006_4 Catch_2007_4  Catch_2004_5 Catch_2005_5 Catch_2006_5 Catch_2007_5  Catch_2004_6 Catch_2005_6 Catch_2006_6 Catch_2007_6  Catch_2004_7 Catch_2005_7 Catch_2006_7 Catch_2007_7  Catch_2004_8 Catch_2005_8 Catch_2006_8 Catch_2007_8  Catch_2004_9 Catch_2005_9 Catch_2006_9 Catch_2007_9  Catch_2004_10 Catch_2005_10 Catch_2006_10 Catch_2007_10  Catch_2004_11 Catch_2005_11 Catch_2006_11 Catch_2007_11  Catch_2004_12 Catch_2005_12 Catch_2006_12 Catch_2007_12  
 0 0 0 0  52886.3 71262.2 82288.3 0  105773 136795 151379 0  158659 196598 208186 0  211545 250671 253621 0  264432 299014 288598 0  317318 341628 314029 0  370204 378513 330827 0  423091 409667 339905 0  475977 435092 342176 0  528863 454787 338552 0  581750 468753 329947 0 
 0 0 0 0  49585.9 67554.6 81797.1 0  99171.8 129804 151316 0  148758 186749 209392 0  198344 238389 256863 0  247929 284724 294564 0  297515 325754 323333 0  347101 361479 344006 0  396687 391900 357419 0  446273 417015 364409 0  495859 436826 365812 0  545445 451331 362464 0 
 0 0 0 0  43001.3 62765 82337.9 0  86002.6 120917 153571 0  129004 174457 214433 0  172005 223384 265655 0  215007 267699 307970 0  258008 307401 342112 0  301009 342490 368812 0  344011 372967 388804 0  387012 398831 402820 0  430013 420082 411592 0  473014 436721 415854 0 
 0 0 0 0  39450.7 54814.7 67525.1 0  78901.3 105380 125180 0  118352 151696 173637 0  157803 193763 213568 0  197253 231580 245644 0  236704 265149 270536 0  276155 294467 288916 0  315605 319537 301457 0  355056 340357 308829 0  394507 356928 311704 0  433957 369249 310754 0 
 0 0 0 0  39963.1 54450.3 68782.4 0  79926.3 104573 127686 0  119889 150368 177395 0  159853 191834 218593 0  199816 228974 251964 0  239779 261785 278192 0  279742 290269 297959 0  319705 314425 311952 0  359668 334253 320852 0  399631 349753 325344 0  439594 360926 326112 0 
 0 0 0 0  31573.8 44429.5 59285.3 0  63147.5 85454.3 110659 0  94721.3 123074 154660 0  126295 157290 191826 0  157869 188100 222696 0  189443 215506 247806 0  221016 239507 267696 0  252590 260104 282903 0  284164 277296 293966 0  315738 291083 301422 0  347311 301465 305811 0 
 0 0 0 0  34461.4 48041 60962.8 0  68922.7 92350 113297 0  103384 132927 157594 0  137845 169772 194445 0  172307 202884 224440 0  206768 232265 248172 0  241229 257914 266231 0  275691 279830 279209 0  310152 298014 287697 0  344614 312467 292285 0  379075 323187 293566 0 
 0 0 0 0  43220.6 62279.4 78331.7 0  86441.1 119828 145430 0  129662 172645 202052 0  172882 220732 248955 0  216103 264087 286896 0  259323 302711 316632 0  302544 336605 338919 0  345764 365767 354516 0  388985 390198 364180 0  432206 409899 368666 0  475426 424868 368733 0 
 0 0 0 0  40139.2 56345.7 68048.9 0  80278.4 108350 125875 0  120418 156013 174169 0  160557 199335 213620 0  200696 238315 244919 0  240835 272954 268756 0  280974 303252 285819 0  321114 329208 296801 0  361253 350823 302390 0  401392 368097 303276 0  441531 381029 300151 0 
 0 0 0 0  47561.4 64660.6 74949 0  95122.7 124231 138145 0  142684 178711 190387 0  190245 228100 232476 0  237807 272399 265211 0  285368 311608 289393 0  332930 345727 305820 0  380491 374755 315295 0  428052 398693 318615 0  475614 417540 316581 0  523175 431297 309994 0 
 0 0 0 0  35980.4 49135.4 58615.5 0  71960.9 94383.9 108224 0  107941 135746 149443 0  143922 173220 182891 0  179902 206808 209183 0  215883 236510 228938 0  251863 262324 242773 0  287843 284251 251306 0  323824 302292 255153 0  359804 316446 254932 0  395785 326713 251261 0 
 0 0 0 0  28205.6 41958.8 53729.3 0  56411.2 80888.4 99980.6 0  84616.9 116789 139239 0  112822 149660 171990 0  141028 179502 198718 0  169234 206316 219908 0  197439 230099 236046 0  225645 250854 247617 0  253851 268580 255105 0  282056 283276 258996 0  310262 294944 259775 0 
 0 0 0 0  34208.9 45614.3 60812.6 0  68417.8 87579.8 113382 0  102627 125896 158280 0  136836 160564 196078 0  171045 191583 227347 0  205253 218953 252661 0  239462 242675 272589 0  273671 262747 287705 0  307880 279171 298579 0  342089 291945 305784 0  376298 301071 309891 0 
 0 0 0 0  32709.5 47098.8 66120.1 0  65418.9 90638.7 123806 0  98128.4 130620 173625 0  130838 167042 216145 0  163547 199906 251934 0  196257 229210 281561 0  228966 254956 305593 0  261676 277143 324598 0  294385 295771 339144 0  327095 310841 349800 0  359804 322351 357132 0 
 0 0 0 0  42075.8 59573.9 80488.4 0  84151.7 114534 150283 0  126227 164879 210120 0  168303 210611 260735 0  210379 251729 302862 0  252455 288232 337238 0  294531 320121 364598 0  336607 347397 385677 0  378682 370058 401211 0  420758 388105 411936 0  462834 401538 418586 0 
 0 0 0 0  45388.3 63633.7 78224.9 0  90776.6 122401 145034 0  136165 176301 201195 0  181553 225335 247474 0  226941 269502 284638 0  272330 308802 313452 0  317718 343236 334685 0  363106 372803 349103 0  408495 397503 357471 0  453883 417337 360558 0  499271 432304 359129 0 
 0 0 0 0  33596.7 48662.5 59173.2 0  67193.3 93712 109630 0  100790 135149 151945 0  134387 172972 186694 0  167983 207183 214451 0  201580 237780 235790 0  235177 264765 251287 0  268773 288137 261517 0  302370 307896 267054 0  335967 324041 268473 0  369563 336574 266349 0 
 0 0 0 0  39958.9 56310.7 70115.3 0  79917.8 108267 130020 0  119877 155869 180408 0  159836 199117 221973 0  199794 238010 255406 0  239753 272549 281403 0  279712 302734 300655 0  319671 328564 313857 0  359630 350040 321701 0  399589 367162 324880 0  439548 379930 324089 0 
 0 0 0 0  40245.3 59296.9 71928.6 0  80490.7 114302 133335 0  120736 165015 184899 0  160981 211436 227302 0  201227 253566 261224 0  241472 291403 287344 0  281717 324949 306344 0  321963 354203 318904 0  362208 379165 325704 0  402453 399835 327424 0  442699 416213 324745 0 
 0 0 0 0  53860.3 75005.2 87439.6 0  107721 144253 161316 0  161581 207742 222537 0  215441 265474 272010 0  269301 317448 310644 0  323162 363665 339345 0  377022 404124 359021 0  430882 438825 370581 0  484742 467768 374931 0  538603 490953 372981 0  592463 508381 365636 0 
 0 0 0 0  43755.2 59310.7 73699.6 0  87510.4 113964 136597 0  131266 163959 189426 0  175021 209296 232921 0  218776 249975 267814 0  262531 285996 294840 0  306286 317360 314733 0  350042 344065 328226 0  393797 366113 336053 0  437552 383503 338947 0  481307 396235 337642 0 
 0 0 0 0  46453.5 59668.5 70243.6 0  92907.1 114409 129474 0  139361 164223 178461 0  185814 209109 217977 0  232268 249068 248791 0  278721 284099 271675 0  325175 314203 287399 0  371628 339379 296735 0  418082 359628 300452 0  464535 374949 299322 0  510989 385343 294115 0 
 0 0 0 0  44821 55939 65752.7 0  89642 107128 121132 0  134463 153566 166880 0  179284 195254 203736 0  224105 232192 232441 0  268926 264380 253738 0  313747 291818 268365 0  358568 314505 277065 0  403389 332442 280578 0  448210 345628 279645 0  493031 354065 275008 0 
 0 0 0 0  39316.6 49766.1 58407.8 0  78633.2 95345.2 107562 0  117950 136737 148119 0  157266 173943 180736 0  196583 206961 206070 0  235900 235793 224776 0  275216 260437 237512 0  314533 280895 244933 0  353850 297166 247697 0  393166 309249 246461 0  432483 317146 241880 0 
 0 0 0 0  37179.7 50570.5 60635.6 0  74359.5 97161 112041 0  111539 139771 154845 0  148719 178402 189675 0  185899 213052 217162 0  223078 243723 237933 0  260258 270413 252617 0  297438 293123 261843 0  334618 311854 266240 0  371797 326604 266435 0  408977 337374 263059 0 
 0 0 0 0  32811.9 45283.4 53885.9 0  65623.8 87028.7 99486.5 0  98435.7 125236 137364 0  131248 159904 168082 0  164060 191035 192202 0  196871 218627 210287 0  229683 242681 222900 0  262495 263197 230603 0  295307 280175 233959 0  328119 293614 233530 0  360931 303515 229879 0 
 0 0 0 0  26607.5 36864.6 45913.3 0  53215.1 70833.9 85061.9 0  79822.6 101908 117909 0  106430 130086 144916 0  133038 155369 166547 0  159645 177757 183264 0  186253 197249 195530 0  212860 213846 203808 0  239468 227548 208560 0  266075 238354 210249 0  292683 246265 209337 0 
 0 0 0 0  42530.6 55177 67669 0  85061.3 105743 125098 0  127592 151699 173018 0  170123 193044 212159 0  212653 229779 243251 0  255184 261903 267026 0  297715 289416 284213 0  340245 312319 295543 0  382776 330611 301747 0  425306 344292 303555 0  467837 353363 301696 0 
 0 0 0 0  45763.9 61038.5 76995.5 0  91527.8 117052 142687 0  137292 168042 197877 0  183056 214007 243368 0  228820 254947 279963 0  274583 290863 308463 0  320347 321754 329673 0  366111 347621 344393 0  411875 368463 353427 0  457639 384281 357576 0  503403 395074 357645 0 
 0 0 0 0  47058.5 63834.7 86707.8 0  94117.1 122533 161852 0  141176 176094 226249 0  188234 224518 280713 0  235293 267806 326059 0  282351 305957 363102 0  329410 338971 392657 0  376468 366849 415539 0  423527 389589 432565 0  470585 407193 444547 0  517644 419661 452303 0 
 0 0 0 0  49592.8 65972.7 79559.6 0  99185.6 126520 146944 0  148778 181642 203016 0  198371 231338 248638 0  247964 275609 284671 0  297557 314455 311977 0  347150 347875 331419 0  396742 375870 343859 0  446335 398439 350159 0  495928 415583 351181 0  545521 427301 347788 0 
 0 0 0 0  39909.7 55183.1 79589.8 0  79819.4 106010 149221 0  119729 152482 209586 0  159639 194597 261380 0  199549 232357 305295 0  239458 265760 342026 0  279368 294808 372264 0  319278 319500 396704 0  359187 339836 416040 0  399097 355816 430964 0  439007 367440 442169 0 
 0 0 0 0  39698 55349.8 77238.1 0  79396 106374 144465 0  119094 153073 202370 0  158792 195447 251645 0  198490 233496 292979 0  238188 267219 327063 0  277886 296617 354587 0  317584 321690 376242 0  357282 342438 392717 0  396980 358860 404704 0  436678 370957 412892 0 
 0 0 0 0  41930.4 59220.7 73746.2 0  83860.7 113866 136716 0  125791 163937 189641 0  167721 209432 233252 0  209652 250352 268279 0  251582 286697 295454 0  293513 318466 315508 0  335443 345661 329171 0  377373 368280 337174 0  419304 386324 340249 0  461234 399793 339126 0 
 0 0 0 0  49661 68004.6 91222.7 0  99322 130621 170188 0  148983 187850 237750 0  198644 239691 294760 0  248305 286144 342074 0  297966 327209 380544 0  347627 362886 411024 0  397288 393176 434367 0  446949 418077 451427 0  496610 437590 463056 0  546271 451716 470109 0 
 0 0 0 0  38844.4 54255.1 70840.7 0  77688.8 104237 131785 0  116533 149946 183518 0  155378 191382 226723 0  194222 228545 262084 0  233066 261435 290287 0  271911 290052 312015 0  310755 314396 327952 0  349600 334466 338783 0  388444 350264 345192 0  427289 361789 347863 0 
 0 0 0 0  43692.1 64421.1 81857.5 0  87384.2 124073 152180 0  131076 178955 211732 0  174768 229068 261276 0  218460 274411 301578 0  262153 314985 333400 0  305845 350789 357506 0  349537 381824 374660 0  393229 408089 385626 0  436921 429585 391168 0  480613 446311 392049 0 
 0 0 0 0  34469.7 47140.1 55219.7 0  68939.4 90507.7 101702 0  103409 130103 140052 0  137879 165926 170873 0  172348 197976 194770 0  206818 226254 212347 0  241288 250759 224210 0  275757 271492 230962 0  310227 288452 233208 0  344697 301640 231553 0  379167 311056 226600 0 
 0 0 0 0  33509 45895.5 52818.8 0  67018.1 88122.6 97205.2 0  100527 126681 133744 0  134036 161572 163020 0  167545 192794 185619 0  201054 220348 202125 0  234563 244233 213123 0  268072 264450 219198 0  301581 280998 220936 0  335090 293879 218921 0  368599 303091 213737 0 
 0 0 0 0  29975.6 43829.5 57705.2 0  59951.3 84330.4 107501 0  89926.9 121503 149925 0  119903 155346 185513 0  149878 185861 214803 0  179854 213047 238333 0  209830 236905 256639 0  239805 257434 270258 0  269781 274634 279728 0  299756 288505 285585 0  329732 299048 288367 0 
 0 0 0 0  30289.2 42346.9 61020.5 0  60578.4 81365.3 114370 0  90867.6 117055 160579 0  121157 149417 200179 0  151446 178450 233701 0  181735 204155 261676 0  212024 226532 284635 0  242314 245580 303110 0  272603 261299 317630 0  302892 273690 328728 0  333181 282753 336934 0 
 0 0 0 0  40719.8 57829.7 74896.7 0  81439.5 111268 139493 0  122159 160315 194485 0  162879 204971 240567 0  203599 245235 278436 0  244319 281108 308787 0  285038 312589 332316 0  325758 339679 349718 0  366478 362378 361689 0  407198 380685 368924 0  447917 394601 372119 0 
 0 0 0 0  45216.4 60741.5 74531.8 0  90432.8 116578 137907 0  135649 167509 190904 0  180866 213535 234304 0  226082 254655 268885 0  271298 290871 295428 0  316515 322181 314713 0  361731 348586 327517 0  406948 370086 334622 0  452164 386681 336807 0  497381 398370 334851 0 
 0 0 0 0  43543.7 55929 65610.8 0  87087.5 107138 120810 0  130631 153627 166344 0  174175 195396 202961 0  217719 232444 231406 0  261262 264773 252426 0  304806 292382 266769 0  348350 315270 275181 0  391894 333439 278409 0  435437 346887 277199 0  478981 355616 272299 0 
 0 0 0 0  43498.7 55401.7 68664.8 0  86997.5 106097 127027 0  130496 152086 175831 0  173995 193368 215819 0  217494 229943 247738 0  260992 261812 272330 0  304491 288975 290339 0  347990 311431 302510 0  391489 329180 309586 0  434987 342223 312312 0  478486 350560 311432 0 
 0 0 0 0  36341.9 49854.6 64425.7 0  72683.8 95773.9 119801 0  109026 137758 166751 0  145368 175807 205902 0  181710 209920 237879 0  218052 240098 263306 0  254393 266341 282811 0  290735 288649 297017 0  327077 307021 306551 0  363419 321458 312038 0  399761 331960 314103 0 
 0 0 0 0  32899.6 44514.1 55922.4 0  65799.1 85475.2 103730 0  98698.7 122883 143985 0  131598 156739 177251 0  164498 187041 204091 0  197397 213791 225069 0  230297 236987 240746 0  263197 256631 251687 0  296096 272721 258453 0  328996 285259 261609 0  361895 294244 261717 0 
 0 0 0 0  40560.7 51976 60642.6 0  81121.3 99590.5 111619 0  121682 142844 153617 0  162243 181735 187326 0  202803 216265 213433 0  243364 246434 232627 0  283925 272242 245597 0  324485 293687 253030 0  365046 310772 255615 0  405607 323495 254040 0  446167 331856 248994 0 
 0 0 0 0  55576.1 69367.9 88634.2 0  111152 132695 164155 0  166728 189980 227521 0  222304 241224 279687 0  277880 286427 321613 0  333457 325589 354254 0  389033 358710 378568 0  444609 385789 395512 0  500185 406827 406043 0  555761 421824 411119 0  611337 430780 411697 0 
 0 0 0 0  45886.5 59027.5 78178.7 0  91772.9 113063 145339 0  137659 162106 202271 0  183546 206157 249768 0  229432 245216 288619 0  275319 279283 319617 0  321205 308358 343552 0  367092 332441 361216 0  412978 351531 373401 0  458865 365630 380896 0  504751 374736 384495 0 
 0 0 0 0  45709.8 59894.5 78461.7 0  91419.7 114858 146020 0  137130 164889 203452 0  182839 209990 251532 0  228549 250159 291038 0  274259 285396 322746 0  319969 315703 347432 0  365679 341077 365871 0  411389 361521 378841 0  457098 377033 387118 0  502808 387614 391477 0 
 0 0 0 0  47045.3 61240.4 78215.9 0  94090.6 117419 145123 0  141136 168537 201521 0  188181 214592 248210 0  235227 255587 285990 0  282272 291519 315660 0  329317 322391 338022 0  376363 348200 353873 0  423408 368948 364015 0  470453 384635 369248 0  517499 395260 370371 0 
 0 0 0 0  43918.6 60781.5 87812 0  87837.3 116851 164837 0  131756 168208 231818 0  175675 214852 289499 0  219593 256785 338622 0  263512 294005 379932 0  307431 326513 414170 0  351349 354309 442081 0  395268 377392 464407 0  439186 395764 481892 0  483105 409423 495278 0 
 0 0 0 0  49008.1 64544.9 78231.5 0  98016.2 123870 144744 0  147024 177974 200356 0  196032 226858 245885 0  245040 270522 282151 0  294049 308966 309972 0  343057 342190 330166 0  392065 370193 343552 0  441073 392976 350948 0  490081 410539 353172 0  539089 422881 351044 0 
 0 0 0 0  51267.4 67421.6 86399.6 0  102535 129336 160529 0  153802 185743 223255 0  205070 236643 275444 0  256337 282035 317964 0  307604 321920 351681 0  358872 356298 377464 0  410139 385169 396177 0  461406 408532 408690 0  512674 426388 415868 0  563941 438737 418578 0 
 0 0 0 0  49271.8 64796.7 84655 0  98543.6 124273 157543 0  147815 178429 219501 0  197087 227264 271369 0  246359 270778 313985 0  295631 308972 348185 0  344903 341845 374810 0  394175 369398 394697 0  443446 391630 408683 0  492718 408542 417608 0  541990 420133 422310 0 
 0 0 0 0  45396.5 57699.1 69533.4 0  90792.9 110540 128448 0  136189 158523 177505 0  181586 201648 217464 0  226982 239915 249088 0  272379 273324 273138 0  317775 301874 290374 0  363172 325567 301557 0  408568 344401 307448 0  453965 358378 308809 0  499361 367496 306401 0 
 0 0 0 0  44969.3 57554.6 71134.3 0  89938.5 110296 131710 0  134908 158225 182481 0  179877 201341 224202 0  224846 239644 257626 0  269816 273135 283508 0  314785 301812 302601 0  359754 325676 315659 0  404723 344728 323437 0  449693 358967 326688 0  494662 368393 326166 0 
 0 0 0 0  41225.9 58597.8 73878.7 0  82451.7 112768 137274 0  123678 162510 190889 0  164903 207824 235424 0  206129 248710 271582 0  247355 285168 300064 0  288581 317199 321572 0  329807 344801 336809 0  371033 367976 346475 0  412259 386723 351273 0  453485 401042 351906 0 
 0 0 0 0  44208 63027.5 81462.9 0  88415.9 121326 151764 0  132624 174896 211650 0  176832 223737 261865 0  221040 267849 303155 0  265248 307232 336265 0  309456 341886 361940 0  353664 371811 380926 0  397872 397007 393969 0  442080 417475 401813 0  486288 433213 405204 0 
 0 0 0 0  42987.6 55617.4 65398.7 0  85975.2 106571 120440 0  128963 152861 165860 0  171950 194488 202396 0  214938 231451 230784 0  257926 263750 251761 0  300913 291386 266062 0  343901 314358 274424 0  386888 332666 277585 0  429876 346311 276280 0  472863 355293 271245 0 
 0 0 0 0  35805.3 47030.3 60965.7 0  71610.6 90203.8 113384 0  107416 129521 157858 0  143221 164981 194990 0  179027 196584 225384 0  214832 224330 249642 0  250637 248220 268368 0  286442 268253 282164 0  322248 284429 291633 0  358053 296748 297379 0  393858 305211 300004 0 
 0 0 0 0  36874.1 47499.4 58755.8 0  73748.2 91021.7 108752 0  110622 130567 150612 0  147496 166134 184963 0  184371 197725 212428 0  221245 225338 233632 0  258119 248974 249201 0  294993 268633 259759 0  331867 284315 265930 0  368741 296020 268340 0  405615 303747 267613 0 
 0 0 0 0  37083.2 50148 58889 0  74166.4 96303.9 108563 0  111250 138468 149655 0  148333 176639 182797 0  185416 210819 208624 0  222499 241006 227768 0  259582 267202 240863 0  296665 289405 248540 0  333749 307616 251435 0  370832 321835 250179 0  407915 332062 245405 0 
 0 0 0 0  38823.7 50765.6 60259 0  77647.5 97377.6 111181 0  116471 139836 153421 0  155295 178141 187630 0  194119 212293 214463 0  232942 242291 234574 0  271766 268135 248615 0  310590 289826 257240 0  349414 307364 261103 0  388237 320748 260858 0  427061 329979 257157 0 
 0 0 0 0  45553.2 57693.7 63164.1 0  91106.5 110463 115455 0  136660 158308 157651 0  182213 201228 190533 0  227766 239225 214878 0  273319 272296 231467 0  318873 300444 241078 0  364426 323667 244490 0  409979 341966 242483 0  455532 355340 235836 0  501085 363790 225328 0 
